,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Playing Time,Playing Time,Playing Time,Playing Time,Progression,Progression,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,season
,npxG,npxG+xAG,xAG,xG,Ast,G+A,G+A-PK,G-PK,Gls,npxG,npxG+xAG,xAG,xG,xG+xAG,Ast,CrdR,CrdY,G+A,G-PK,Gls,PK,PKatt,90s,MP,Min,Starts,PrgC,PrgP,Squad,# Pl,Age,Poss,
404,,,,,0.92,2.16,2.13,1.21,1.24,,,,,,35,0.0,63.0,82,46,47,1,1,38.0,38,3420,433,,,Bolton,24,28.5,,2003-2004
405,,,,,0.76,2.08,1.92,1.16,1.32,,,,,,29,3.0,35.0,79,44,50,6,8,38.0,38,3420,406,,,Charlton Ath,24,28.4,,2003-2004
406,,,,,1.53,3.29,3.18,1.66,1.76,,,,,,58,3.0,44.0,125,63,67,4,4,38.0,38,3420,438,,,Chelsea,27,25.9,,2003-2004
407,,,,,0.82,1.92,1.89,1.08,1.11,,,,,,31,3.0,53.0,73,41,42,1,1,38.0,38,3420,414,,,Everton,27,27.4,,2003-2004
408,,,,,0.84,2.21,2.16,1.32,1.37,,,,,,32,3.0,59.0,84,50,52,2,3,38.0,38,3420,421,,,Fulham,30,27.0,,2003-2004
409,,,,,0.74,1.79,1.68,0.95,1.05,,,,,,28,5.0,70.0,68,36,40,4,4,38.0,38,3420,404,,,Leeds United,30,25.1,,2003-2004
410,,,,,0.97,2.16,2.11,1.13,1.18,,,,,,37,8.0,58.0,82,43,45,2,3,38.0,38,3420,391,,,Leicester City,30,29.3,,2003-2004
411,,,,,0.95,2.34,2.13,1.18,1.39,,,,,,36,1.0,46.0,89,45,53,8,10,38.0,38,3420,408,,,Liverpool,26,26.0,,2003-2004
412,,,,,0.97,2.34,2.24,1.26,1.37,,,,,,37,3.0,46.0,89,48,52,4,4,38.0,38,3420,418,,,Manchester City,24,27.9,,2003-2004
413,,,,,1.42,3.08,3.05,1.63,1.66,,,,,,54,3.0,42.0,117,62,63,1,4,38.0,38,3420,418,,,Manchester Utd,22,25.8,,2003-2004
414,,,,,0.74,1.84,1.76,1.03,1.11,,,,,,28,1.0,52.0,70,39,42,3,5,38.0,38,3420,418,,,Middlesbrough,27,27.6,,2003-2004
415,,,,,0.87,2.26,2.08,1.21,1.39,,,,,,33,3.0,47.0,86,46,53,7,10,38.0,38,3420,429,,,Newcastle Utd,24,25.8,,2003-2004
416,,,,,0.82,2.11,2.03,1.21,1.29,,,,,,31,3.0,60.0,80,46,49,3,3,38.0,38,3420,433,,,Portsmouth,32,28.6,,2003-2004
417,,,,,0.71,1.84,1.79,1.08,1.13,,,,,,27,3.0,51.0,70,41,43,2,2,38.0,38,3420,403,,,Southampton,28,28.1,,2003-2004
418,,,,,0.87,2.11,2.03,1.16,1.24,,,,,,33,0.0,45.0,80,44,47,3,3,38.0,38,3420,407,,,Tottenham,28,26.2,,2003-2004
419,,,,,0.66,1.68,1.66,1.0,1.03,,,,,,25,2.0,65.0,64,38,39,1,4,38.0,38,3420,428,,,Wolves,27,29.6,,2003-2004
420,,,,,1.74,3.95,3.82,2.08,2.21,,,,,,66,2.0,47.0,150,79,84,5,6,38.0,38,3420,418,,,Arsenal,28,27.8,,2002-2003
421,,,,,0.76,1.87,1.79,1.03,1.11,,,,,,29,4.0,58.0,71,39,42,3,4,38.0,38,3420,418,,,Aston Villa,27,26.2,,2002-2003
422,,,,,0.68,1.74,1.63,0.95,1.05,,,,,,26,3.0,66.0,66,36,40,4,5,38.0,38,3420,418,,,Birmingham City,33,27.9,,2002-2003
423,,,,,1.0,2.32,2.18,1.18,1.32,,,,,,38,4.0,55.0,88,45,50,5,6,38.0,38,3420,418,,,Blackburn,28,27.7,,2002-2003
424,,,,,0.63,1.63,1.61,0.97,1.0,,,,,,24,3.0,54.0,62,37,38,1,2,38.0,38,3420,418,,,Bolton,27,29.1,,2002-2003
425,,,,,0.63,1.76,1.66,1.03,1.13,,,,,,24,1.0,47.0,67,39,43,4,5,38.0,38,3420,420,,,Charlton Ath,26,27.0,,2002-2003
426,,,,,1.05,2.82,2.74,1.68,1.76,,,,,,40,1.0,54.0,107,64,67,3,3,38.0,38,3420,416,,,Chelsea,23,27.8,,2002-2003
427,,,,,0.84,2.11,2.0,1.16,1.26,,,,,,32,5.0,39.0,80,44,48,4,4,38.0,38,3420,392,,,Everton,28,27.4,,2002-2003
428,,,,,0.61,1.61,1.45,0.84,1.0,,,,,,23,6.0,46.0,61,32,38,6,7,38.0,38,3420,417,,,Fulham,27,27.3,,2002-2003
429,,,,,1.03,2.45,2.34,1.32,1.42,,,,,,39,1.0,62.0,93,50,54,4,5,38.0,38,3420,401,,,Leeds United,29,25.8,,2002-2003
430,,,,,1.29,2.89,2.79,1.5,1.61,,,,,,49,1.0,35.0,110,57,61,4,6,38.0,38,3420,418,,,Liverpool,23,24.9,,2002-2003
431,,,,,1.05,2.29,2.24,1.18,1.24,,,,,,40,5.0,40.0,87,45,47,2,2,38.0,38,3420,419,,,Manchester City,26,27.8,,2002-2003
432,,,,,1.47,3.39,3.16,1.68,1.92,,,,,,56,1.0,39.0,129,64,73,9,9,38.0,38,3420,418,,,Manchester Utd,26,27.0,,2002-2003
433,,,,,0.82,2.08,2.03,1.21,1.26,,,,,,31,4.0,43.0,79,46,48,2,3,38.0,38,3420,418,,,Middlesbrough,29,26.4,,2002-2003
434,,,,,1.11,2.76,2.68,1.58,1.66,,,,,,42,2.0,40.0,105,60,63,3,4,38.0,38,3420,420,,,Newcastle Utd,26,24.8,,2002-2003
435,,,,,0.63,1.74,1.58,0.95,1.11,,,,,,24,3.0,33.0,66,36,42,6,6,38.0,38,3420,417,,,Southampton,26,27.2,,2002-2003
436,,,,,0.42,0.97,0.95,0.53,0.55,,,,,,16,0.0,47.0,37,20,21,1,3,38.0,38,3420,413,,,Sunderland,34,26.0,,2002-2003
437,,,,,0.92,2.24,2.16,1.24,1.32,,,,,,35,4.0,50.0,85,47,50,3,3,38.0,38,3420,414,,,Tottenham,25,28.1,,2002-2003
438,,,,,0.29,1.05,1.03,0.74,0.76,,,,,,11,4.0,45.0,40,28,29,1,1,38.0,38,3420,418,,,West Brom,23,27.2,,2002-2003
439,,,,,0.76,1.84,1.74,0.97,1.08,,,,,,29,4.0,49.0,70,37,41,4,5,38.0,38,3420,422,,,West Ham,24,27.3,,2002-2003
440,,,,,1.42,3.5,3.34,1.92,2.08,,,,,,54,6.0,77.0,133,73,79,6,7,38.0,38,3420,431,,,Arsenal,25,27.3,,2001-2002
441,,,,,1.0,2.16,2.11,1.11,1.16,,,,,,38,2.0,41.0,82,42,44,2,2,38.0,38,3420,410,,,Aston Villa,23,27.2,,2001-2002
442,,,,,1.03,2.45,2.42,1.39,1.42,,,,,,39,4.0,57.0,93,53,54,1,1,38.0,38,3420,416,,,Blackburn,27,27.2,,2001-2002
443,,,,,0.66,1.76,1.76,1.11,1.11,,,,,,25,6.0,57.0,67,42,42,0,1,38.0,38,3420,407,,,Bolton,30,28.5,,2001-2002
444,,,,,0.66,1.61,1.61,0.95,0.95,,,,,,25,3.0,63.0,61,36,36,0,1,38.0,38,3420,418,,,Charlton Ath,25,26.6,,2001-2002
445,,,,,1.13,2.84,2.76,1.63,1.71,,,,,,43,2.0,63.0,108,62,65,3,3,38.0,38,3420,411,,,Chelsea,25,26.8,,2001-2002
446,,,,,0.61,1.47,1.42,0.82,0.87,,,,,,23,2.0,71.0,56,31,33,2,5,38.0,38,3420,409,,,Derby County,34,25.8,,2001-2002
447,,,,,0.82,1.97,1.89,1.08,1.16,,,,,,31,4.0,58.0,75,41,44,3,3,38.0,38,3420,401,,,Everton,28,28.0,,2001-2002
448,,,,,0.74,1.66,1.63,0.89,0.92,,,,,,28,1.0,53.0,63,34,35,1,3,38.0,38,3420,415,,,Fulham,24,27.7,,2001-2002
449,,,,,0.84,1.92,1.89,1.05,1.08,,,,,,32,1.0,42.0,73,40,41,1,3,38.0,38,3420,410,,,Ipswich Town,26,27.2,,2001-2002
450,,,,,1.21,2.63,2.61,1.39,1.42,,,,,,46,5.0,70.0,100,53,54,1,2,38.0,38,3420,433,,,Leeds United,21,26.0,,2001-2002
451,,,,,0.55,1.32,1.26,0.71,0.76,,,,,,21,3.0,74.0,50,27,29,2,4,38.0,38,3420,415,,,Leicester City,33,27.2,,2001-2002
452,,,,,1.34,3.0,2.97,1.63,1.66,,,,,,51,2.0,45.0,114,62,63,1,3,38.0,38,3420,418,,,Liverpool,27,25.5,,2001-2002
453,,,,,1.47,3.61,3.47,2.0,2.13,,,,,,56,1.0,53.0,137,76,81,5,5,38.0,38,3420,402,,,Manchester Utd,28,27.5,,2001-2002
454,,,,,0.55,1.42,1.37,0.82,0.87,,,,,,21,7.0,54.0,54,31,33,2,3,38.0,38,3420,409,,,Middlesbrough,35,28.2,,2001-2002
455,,,,,1.39,3.29,3.16,1.76,1.89,,,,,,53,2.0,48.0,125,67,72,5,7,38.0,38,3420,390,,,Newcastle Utd,24,25.9,,2001-2002
456,,,,,0.79,1.89,1.79,1.0,1.11,,,,,,30,3.0,33.0,72,38,42,4,4,38.0,38,3420,390,,,Southampton,30,27.5,,2001-2002
457,,,,,0.5,1.26,1.24,0.74,0.76,,,,,,19,1.0,66.0,48,28,29,1,3,38.0,38,3420,415,,,Sunderland,26,26.6,,2001-2002
458,,,,,0.87,2.13,2.05,1.18,1.26,,,,,,33,4.0,59.0,81,45,48,3,3,38.0,38,3420,411,,,Tottenham,24,28.7,,2001-2002
459,,,,,0.89,2.16,2.05,1.16,1.26,,,,,,34,3.0,67.0,82,44,48,4,5,38.0,38,3420,419,,,West Ham,28,27.4,,2001-2002
460,,,,,1.37,3.0,2.97,1.61,1.63,,,,,,52,3.0,48.0,114,61,62,1,2,38.0,38,3420,418,,,Arsenal,26,28.3,,2000-2001
461,,,,,0.92,2.13,2.11,1.18,1.21,,,,,,35,3.0,64.0,81,45,46,1,1,38.0,38,3420,419,,,Aston Villa,23,28.1,,2000-2001
462,,,,,0.45,1.13,1.05,0.61,0.68,,,,,,17,1.0,58.0,43,23,26,3,5,38.0,38,3420,366,,,Bradford City,30,30.2,,2000-2001
463,,,,,0.87,2.11,2.03,1.16,1.24,,,,,,33,2.0,47.0,80,44,47,3,3,38.0,38,3420,418,,,Charlton Ath,27,26.8,,2000-2001
464,,,,,1.29,3.05,2.95,1.66,1.76,,,,,,49,2.0,75.0,116,63,67,4,4,38.0,38,3420,411,,,Chelsea,27,28.1,,2000-2001
465,,,,,0.58,1.45,1.37,0.79,0.87,,,,,,22,2.0,76.0,55,30,33,3,3,38.0,38,3420,418,,,Coventry City,28,25.7,,2000-2001
466,,,,,0.63,1.58,1.53,0.89,0.95,,,,,,24,3.0,79.0,60,34,36,2,3,38.0,38,3420,415,,,Derby County,32,25.3,,2000-2001
467,,,,,0.74,1.92,1.79,1.05,1.18,,,,,,28,4.0,78.0,73,40,45,5,7,38.0,38,3420,414,,,Everton,31,27.0,,2000-2001
468,,,,,1.03,2.5,2.42,1.39,1.47,,,,,,39,2.0,32.0,95,53,56,3,3,38.0,38,3420,438,,,Ipswich Town,23,26.3,,2000-2001
469,,,,,1.16,2.82,2.74,1.58,1.66,,,,,,44,3.0,72.0,107,60,63,3,4,38.0,38,3420,425,,,Leeds United,26,24.6,,2000-2001
470,,,,,0.82,1.84,1.76,0.95,1.03,,,,,,31,2.0,57.0,70,36,39,3,3,38.0,38,3420,425,,,Leicester City,29,27.4,,2000-2001
471,,,,,1.26,3.11,3.03,1.76,1.84,,,,,,48,4.0,53.0,118,67,70,3,4,38.0,38,3420,415,,,Liverpool,26,25.4,,2000-2001
472,,,,,0.74,1.74,1.68,0.95,1.0,,,,,,28,3.0,68.0,66,36,38,2,2,38.0,38,3420,434,,,Manchester City,30,26.1,,2000-2001
473,,,,,1.58,3.61,3.55,1.97,2.03,,,,,,60,3.0,44.0,137,75,77,2,3,38.0,38,3420,418,,,Manchester Utd,29,26.9,,2000-2001
474,,,,,0.66,1.79,1.71,1.05,1.13,,,,,,25,6.0,73.0,68,40,43,3,3,38.0,38,3420,438,,,Middlesbrough,28,29.3,,2000-2001
475,,,,,0.71,1.82,1.68,0.97,1.11,,,,,,27,5.0,48.0,69,37,42,5,7,38.0,38,3420,424,,,Newcastle Utd,29,26.0,,2000-2001
476,,,,,0.74,1.79,1.79,1.05,1.05,,,,,,28,1.0,49.0,68,40,40,0,0,38.0,38,3420,433,,,Southampton,24,27.1,,2000-2001
477,,,,,0.84,2.05,2.0,1.16,1.21,,,,,,32,5.0,78.0,78,44,46,2,4,38.0,38,3420,395,,,Sunderland,28,26.4,,2000-2001
478,,,,,0.82,2.03,1.95,1.13,1.21,,,,,,31,3.0,47.0,77,43,46,3,4,38.0,38,3420,418,,,Tottenham,29,26.3,,2000-2001
479,,,,,0.79,1.97,1.87,1.08,1.18,,,,,,30,2.0,70.0,75,41,45,4,4,38.0,38,3420,409,,,West Ham,34,27.7,,2000-2001
480,,,,,1.29,3.16,3.08,1.79,1.87,,,,,,49,5.0,61.0,120,68,71,3,5,38.0,38,3420,417,,,Arsenal,30,28.3,,1999-2000
481,,,,,1.08,2.34,2.26,1.18,1.26,,,,,,41,1.0,58.0,89,45,48,3,5,38.0,38,3420,420,,,Aston Villa,25,26.6,,1999-2000
482,,,,,0.55,1.53,1.39,0.84,0.97,,,,,,21,1.0,49.0,58,32,37,5,5,38.0,38,3420,418,,,Bradford City,25,29.8,,1999-2000
483,,,,,1.18,2.45,2.42,1.24,1.26,,,,,,45,4.0,54.0,93,47,48,1,1,38.0,38,3420,434,,,Chelsea,27,28.9,,1999-2000
484,,,,,0.84,2.05,1.92,1.08,1.21,,,,,,32,1.0,49.0,78,41,46,5,5,38.0,38,3420,412,,,Coventry City,30,27.1,,1999-2000
485,,,,,0.74,1.84,1.79,1.05,1.11,,,,,,28,4.0,84.0,70,40,42,2,4,38.0,38,3420,418,,,Derby County,31,26.2,,1999-2000
486,,,,,1.26,2.79,2.63,1.37,1.53,,,,,,48,5.0,50.0,106,52,58,6,7,38.0,38,3420,437,,,Everton,28,27.4,,1999-2000
487,,,,,0.95,2.45,2.34,1.39,1.5,,,,,,36,3.0,72.0,93,53,57,4,6,38.0,38,3420,417,,,Leeds United,20,24.1,,1999-2000
488,,,,,0.89,2.29,2.21,1.32,1.39,,,,,,34,3.0,39.0,87,50,53,3,3,38.0,38,3420,417,,,Leicester City,26,27.8,,1999-2000
489,,,,,0.79,2.11,2.03,1.24,1.32,,,,,,30,4.0,55.0,80,47,50,3,5,38.0,38,3420,418,,,Liverpool,23,24.3,,1999-2000
490,,,,,1.82,4.29,4.21,2.39,2.47,,,,,,69,4.0,38.0,163,91,94,3,5,38.0,38,3420,417,,,Manchester Utd,29,26.8,,1999-2000
491,,,,,0.68,1.84,1.68,1.0,1.16,,,,,,26,3.0,75.0,70,38,44,6,9,38.0,38,3420,418,,,Middlesbrough,28,28.5,,1999-2000
492,,,,,1.13,2.71,2.55,1.42,1.58,,,,,,43,1.0,43.0,103,54,60,6,6,38.0,38,3420,418,,,Newcastle Utd,32,26.8,,1999-2000
493,,,,,0.63,1.53,1.45,0.82,0.89,,,,,,24,1.0,40.0,58,31,34,3,4,38.0,38,3420,399,,,Sheffield Weds,25,28.4,,1999-2000
494,,,,,0.84,1.95,1.92,1.08,1.11,,,,,,32,5.0,62.0,74,41,42,1,1,38.0,38,3420,402,,,Southampton,29,27.4,,1999-2000
495,,,,,1.03,2.53,2.37,1.34,1.5,,,,,,39,3.0,66.0,96,51,57,6,8,38.0,38,3420,417,,,Sunderland,27,26.9,,1999-2000
496,,,,,1.05,2.5,2.47,1.42,1.45,,,,,,40,1.0,75.0,95,54,55,1,1,38.0,38,3420,418,,,Tottenham,28,26.7,,1999-2000
497,,,,,0.74,1.66,1.61,0.87,0.92,,,,,,28,2.0,60.0,63,33,35,2,2,38.0,38,3420,419,,,Watford,31,26.2,,1999-2000
498,,,,,1.11,2.45,2.39,1.29,1.34,,,,,,42,6.0,61.0,93,49,51,2,2,38.0,38,3420,419,,,West Ham,28,26.7,,1999-2000
499,,,,,0.87,2.03,2.0,1.13,1.16,,,,,,33,4.0,43.0,77,43,44,1,1,38.0,38,3420,418,,,Wimbledon,26,26.7,,1999-2000
500,,,,,1.11,2.63,2.58,1.47,1.53,,,,,,42,7.0,71.0,100,56,58,2,4,38.0,38,3420,418,,,Arsenal,26,28.3,,1998-1999
501,,,,,0.84,2.16,2.11,1.26,1.32,,,,,,32,2.0,60.0,82,48,50,2,4,38.0,38,3420,436,,,Aston Villa,24,25.9,,1998-1999
502,,,,,0.74,1.63,1.58,0.84,0.89,,,,,,28,6.0,77.0,62,32,34,2,4,38.0,38,3420,411,,,Blackburn,30,25.5,,1998-1999
503,,,,,0.63,1.66,1.55,0.92,1.03,,,,,,24,3.0,59.0,63,35,39,4,6,38.0,38,3420,418,,,Charlton Ath,27,27.5,,1998-1999
504,,,,,1.0,2.47,2.39,1.39,1.47,,,,,,38,4.0,88.0,94,53,56,3,4,38.0,38,3420,419,,,Chelsea,26,28.5,,1998-1999
505,,,,,0.68,1.71,1.66,0.97,1.03,,,,,,26,1.0,70.0,65,37,39,2,2,38.0,38,3420,416,,,Coventry City,28,27.1,,1998-1999
506,,,,,0.68,1.74,1.63,0.95,1.05,,,,,,26,1.0,76.0,66,36,40,4,6,38.0,38,3420,417,,,Derby County,30,26.1,,1998-1999
507,,,,,0.74,1.89,1.82,1.08,1.16,,,,,,28,5.0,90.0,72,41,44,3,6,38.0,38,3420,436,,,Everton,34,25.1,,1998-1999
508,,,,,1.0,2.61,2.55,1.55,1.61,,,,,,38,1.0,79.0,99,59,61,2,3,38.0,38,3420,424,,,Leeds United,24,24.8,,1998-1999
509,,,,,0.84,1.89,1.84,1.0,1.05,,,,,,32,1.0,51.0,72,38,40,2,3,38.0,38,3420,424,,,Leicester City,24,27.4,,1998-1999
510,,,,,1.13,2.92,2.74,1.61,1.79,,,,,,43,3.0,67.0,111,61,68,7,7,38.0,38,3420,412,,,Liverpool,25,25.7,,1998-1999
511,,,,,1.63,3.68,3.63,2.0,2.05,,,,,,62,3.0,58.0,140,76,78,2,4,38.0,38,3420,419,,,Manchester Utd,23,26.5,,1998-1999
512,,,,,0.79,2.03,2.0,1.21,1.24,,,,,,30,4.0,55.0,77,46,47,1,1,38.0,38,3420,417,,,Middlesbrough,29,28.4,,1998-1999
513,,,,,0.68,1.92,1.76,1.08,1.24,,,,,,26,2.0,79.0,73,41,47,6,7,38.0,38,3420,399,,,Newcastle Utd,34,25.6,,1998-1999
514,,,,,0.61,1.53,1.47,0.87,0.92,,,,,,23,6.0,85.0,58,33,35,2,2,38.0,38,3420,417,,,Nott'ham Forest,33,26.9,,1998-1999
515,,,,,0.76,1.79,1.76,1.0,1.03,,,,,,29,4.0,47.0,68,38,39,1,2,38.0,38,3420,409,,,Sheffield Weds,31,27.7,,1998-1999
516,,,,,0.71,1.63,1.61,0.89,0.92,,,,,,27,2.0,75.0,62,34,35,1,1,38.0,38,3420,394,,,Southampton,31,27.9,,1998-1999
517,,,,,0.87,2.13,2.08,1.21,1.26,,,,,,33,5.0,68.0,81,46,48,2,3,38.0,38,3420,424,,,Tottenham,29,26.6,,1998-1999
518,,,,,0.84,2.11,2.08,1.24,1.26,,,,,,32,4.0,80.0,80,47,48,1,1,38.0,38,3420,417,,,West Ham,29,26.3,,1998-1999
519,,,,,0.87,1.92,1.89,1.03,1.05,,,,,,33,1.0,57.0,73,39,40,1,1,38.0,38,3420,418,,,Wimbledon,23,26.9,,1998-1999
520,,,,,1.47,3.21,3.08,1.61,1.74,,,,,,56,4.0,72.0,122,61,66,5,6,38.0,38,3420,415,,,Arsenal,26,28.2,,1997-1998
521,,,,,1.03,2.32,2.24,1.21,1.29,,,,,,39,2.0,45.0,88,46,49,3,4,38.0,38,3420,416,,,Aston Villa,22,25.8,,1997-1998
522,,,,,0.47,1.45,1.37,0.89,0.97,,,,,,18,5.0,68.0,55,34,37,3,5,38.0,38,3420,387,,,Barnsley,26,26.2,,1997-1998
523,,,,,1.42,2.87,2.82,1.39,1.45,,,,,,54,4.0,58.0,109,53,55,2,2,38.0,38,3420,410,,,Blackburn,24,26.9,,1997-1998
524,,,,,0.87,1.95,1.87,1.0,1.08,,,,,,33,5.0,68.0,74,38,41,3,3,38.0,38,3420,433,,,Bolton,28,28.0,,1997-1998
525,,,,,1.74,3.5,3.34,1.61,1.76,,,,,,66,3.0,68.0,133,61,67,6,6,38.0,38,3420,416,,,Chelsea,28,27.9,,1997-1998
526,,,,,0.84,2.05,1.92,1.08,1.21,,,,,,32,5.0,70.0,78,41,46,5,7,38.0,38,3420,398,,,Coventry City,26,27.3,,1997-1998
527,,,,,0.71,1.63,1.61,0.89,0.92,,,,,,27,3.0,72.0,62,34,35,1,2,38.0,38,3420,389,,,Crystal Palace,36,25.6,,1997-1998
528,,,,,0.95,2.32,2.18,1.24,1.37,,,,,,36,2.0,80.0,88,47,52,5,6,38.0,38,3420,416,,,Derby County,28,25.5,,1997-1998
529,,,,,0.79,1.79,1.79,1.0,1.0,,,,,,30,5.0,77.0,68,38,38,0,0,38.0,38,3420,401,,,Everton,34,25.9,,1997-1998
530,,,,,1.13,2.5,2.47,1.34,1.37,,,,,,43,5.0,76.0,95,51,52,1,2,38.0,38,3420,418,,,Leeds United,22,25.7,,1997-1998
531,,,,,1.05,2.39,2.29,1.24,1.34,,,,,,40,2.0,43.0,91,47,51,4,4,38.0,38,3420,418,,,Leicester City,22,26.6,,1997-1998
532,,,,,1.5,3.29,3.18,1.68,1.79,,,,,,57,2.0,52.0,125,64,68,4,5,38.0,38,3420,416,,,Liverpool,24,25.4,,1997-1998
533,,,,,1.5,3.29,3.21,1.71,1.79,,,,,,57,1.0,61.0,125,65,68,3,6,38.0,38,3420,418,,,Manchester Utd,29,26.3,,1997-1998
534,,,,,0.66,1.58,1.55,0.89,0.92,,,,,,25,3.0,61.0,60,34,35,1,2,38.0,38,3420,411,,,Newcastle Utd,26,27.2,,1997-1998
535,,,,,1.16,2.5,2.42,1.26,1.34,,,,,,44,4.0,68.0,95,48,51,3,3,38.0,38,3420,430,,,Sheffield Weds,34,27.7,,1997-1998
536,,,,,0.97,2.24,2.11,1.13,1.26,,,,,,37,4.0,58.0,85,43,48,5,5,38.0,38,3420,413,,,Southampton,31,27.5,,1997-1998
537,,,,,1.03,2.18,2.18,1.16,1.16,,,,,,39,2.0,56.0,83,44,44,0,2,38.0,38,3420,415,,,Tottenham,28,27.3,,1997-1998
538,,,,,1.11,2.5,2.47,1.37,1.39,,,,,,42,5.0,62.0,95,52,53,1,1,38.0,38,3420,413,,,West Ham,29,25.3,,1997-1998
539,,,,,0.76,1.61,1.58,0.82,0.84,,,,,,29,2.0,56.0,61,31,32,1,1,38.0,38,3420,429,,,Wimbledon,27,26.5,,1997-1998
540,,,,,0.95,2.5,2.29,1.34,1.55,,,,,,36,4.0,74.0,95,51,59,8,8,38.0,38,3420,402,,,Arsenal,28,29.3,,1996-1997
541,,,,,0.84,2.05,1.95,1.11,1.21,,,,,,32,0.0,51.0,78,42,46,4,5,38.0,38,3420,418,,,Aston Villa,21,25.4,,1996-1997
542,,,,,0.95,2.05,2.0,1.05,1.11,,,,,,36,1.0,72.0,78,40,42,2,3,38.0,38,3420,422,,,Blackburn,25,27.0,,1996-1997
543,,,,,1.24,2.71,2.61,1.37,1.47,,,,,,47,1.0,81.0,103,52,56,4,5,38.0,38,3420,414,,,Chelsea,31,28.1,,1996-1997
544,,,,,0.76,1.71,1.63,0.87,0.95,,,,,,29,4.0,64.0,65,33,36,3,3,38.0,38,3420,411,,,Coventry City,25,28.0,,1996-1997
545,,,,,0.89,2.0,1.92,1.03,1.11,,,,,,34,1.0,60.0,76,39,42,3,4,38.0,38,3420,414,,,Derby County,26,26.1,,1996-1997
546,,,,,0.95,2.13,2.03,1.08,1.18,,,,,,36,2.0,56.0,81,41,45,4,6,38.0,38,3420,430,,,Everton,26,27.1,,1996-1997
547,,,,,0.58,1.29,1.29,0.71,0.71,,,,,,22,1.0,89.0,49,27,27,0,1,38.0,38,3420,403,,,Leeds United,30,26.9,,1996-1997
548,,,,,0.76,1.92,1.84,1.08,1.16,,,,,,29,1.0,68.0,73,41,44,3,6,38.0,38,3420,424,,,Leicester City,24,26.4,,1996-1997
549,,,,,1.26,2.79,2.74,1.47,1.53,,,,,,48,1.0,51.0,106,56,58,2,3,38.0,38,3420,412,,,Liverpool,23,26.2,,1996-1997
550,,,,,1.24,3.08,2.97,1.74,1.84,,,,,,47,1.0,71.0,117,66,70,4,6,38.0,38,3420,413,,,Manchester Utd,23,25.8,,1996-1997
551,,,,,0.76,2.08,1.95,1.18,1.32,,,,,,29,3.0,90.0,79,45,50,5,8,38.0,38,3420,403,,,Middlesbrough,30,26.2,,1996-1997
552,,,,,1.26,3.16,3.03,1.76,1.89,,,,,,48,1.0,74.0,120,67,72,5,7,38.0,38,3420,400,,,Newcastle Utd,20,27.3,,1996-1997
553,,,,,0.58,1.39,1.34,0.76,0.82,,,,,,22,1.0,67.0,53,29,31,2,3,38.0,38,3420,415,,,Nott'ham Forest,29,27.9,,1996-1997
554,,,,,0.76,2.08,2.03,1.26,1.32,,,,,,29,2.0,52.0,79,48,50,2,4,38.0,38,3420,418,,,Sheffield Weds,24,26.6,,1996-1997
555,,,,,0.97,2.21,2.05,1.08,1.24,,,,,,37,6.0,79.0,84,41,47,6,7,38.0,38,3420,416,,,Southampton,31,25.9,,1996-1997
556,,,,,0.58,1.42,1.32,0.74,0.84,,,,,,22,5.0,50.0,54,28,32,4,6,38.0,38,3420,369,,,Sunderland,25,28.4,,1996-1997
557,,,,,0.84,1.97,1.92,1.08,1.13,,,,,,32,1.0,70.0,75,41,43,2,3,38.0,38,3420,415,,,Tottenham,26,26.7,,1996-1997
558,,,,,0.92,1.97,1.84,0.92,1.05,,,,,,35,2.0,70.0,75,35,40,5,6,38.0,38,3420,412,,,West Ham,32,27.9,,1996-1997
559,,,,,0.95,2.21,2.21,1.26,1.26,,,,,,36,1.0,51.0,84,48,48,0,1,38.0,38,3420,418,,,Wimbledon,24,26.6,,1996-1997
560,,,,,0.92,2.21,2.13,1.21,1.29,,,,,,35,2.0,62.0,84,46,49,3,5,38.0,38,3420,418,,,Arsenal,25,28.8,,1995-1996
561,,,,,0.97,2.26,2.21,1.24,1.29,,,,,,37,2.0,46.0,86,47,49,2,2,38.0,38,3420,415,,,Aston Villa,24,25.3,,1995-1996
562,,,,,1.18,2.76,2.68,1.5,1.58,,,,,,45,4.0,66.0,105,57,60,3,3,38.0,38,3420,427,,,Blackburn,26,26.6,,1995-1996
563,,,,,0.71,1.74,1.66,0.95,1.03,,,,,,27,3.0,64.0,66,36,39,3,3,38.0,38,3420,418,,,Bolton,28,27.1,,1995-1996
564,,,,,0.89,2.08,2.0,1.11,1.18,,,,,,34,3.0,65.0,79,42,45,3,4,38.0,38,3420,434,,,Chelsea,25,27.5,,1995-1996
565,,,,,0.82,1.92,1.89,1.08,1.11,,,,,,31,3.0,62.0,73,41,42,1,2,38.0,38,3420,422,,,Coventry City,26,27.1,,1995-1996
566,,,,,1.18,2.84,2.74,1.55,1.66,,,,,,45,3.0,64.0,108,59,63,4,4,38.0,38,3420,423,,,Everton,24,27.7,,1995-1996
